1,symptom,兆候
2,appetite,食欲
3,rustle,かさかさと鳴る
4,forbidding,不気味な
5,hire,雇う
6,compound,複合物
7,forehead,額
8,skim,ざっと読む
9,besiege,包囲する
10,eternal,不滅の
11,category,範疇
12,frown,まゆをひそめる
13,seasoning,調味料
14,indispensable,不可欠の
15,file,整理する
16,shed,小屋
17,trustee,管財人
18,patriotic,愛国的な
19,assure,保証する
20,penetrate,貫く
21,pack,荷造りする
22,eclectic,折衷的な
23,tentative,仮の
24,conceit,うぬぼれ
25,register,登録する
26,envy,うらやむ
27,temporary,一時的な
28,humanism,人間主義
29,deputy,代理人
30,stake,くい
31,territory,領地
32,horseshoe,蹄鉄
33,resource,資源
34,mandate,命令
35,detect,みつける
36,interrupt,妨げる
37,unkempt,だらしない
38,uphold,支持する
39,implore,懇願する
40,prospect,見込み
41,feature,特徴
42,raid,急襲
43,suffer,被る
44,unemployment,失業
45,illicit,禁制の
46,acquire,習得する
47,anomaly,例外
48,provide,提供する
49,literally,文字通り
50,serpent,蛇
51,elastic,弾力性のある
52,papal,ローマ教皇の
53,grumble,不平を言う
54,interfere,邪魔する
55,vast,広大な
56,attribute,Aのせいにする
57,opportunity,機会
58,monarchy,君主国
59,compel,強制する
60,subsequent,続いて起こる
61,gloomy,憂鬱な
62,chemistry,化学
63,bishop,司教
64,nourishment,栄養物
65,implement,実行する
66,circulation,循環
67,wholesale,卸売
68,literature,文学
69,ebb,衰える
70,anticipate,予期する
71,phenomena,現象
72,come across,見つける
73,bankruptcy,倒産
74,melancholy,憂鬱
75,concrete,具体的な
76,customary,習慣的な
77,churchyard,教会墓地
78,extinguish,消す
79,rage,激怒
80,obscure,はっきりしない
81,devour,むさぼり食べる
82,lighthouse,灯台
83,stout,肥満の
84,comply,従う
85,package,小包
86,dismiss,解雇する
87,implementation,履行
88,premier,第一位の
89,wear,着ている
90,attitude,態度
91,livelihood,暮らし
92,coalesce,連合する
93,path,道
94,ancestor,先祖
95,arid,乾燥した
96,beverage,飲み物
97,cordial,心からの
98,influence,影響
99,contend,戦う
100,censure,非難
101,satellite,衛星
102,correct,訂正する
103,voyage,航海
104,mediator,調停者
105,timid,臆病な
106,culpable,とがめられるべき
107,punctuality,時間厳守
108,bulk,容積
109,astronomy,天文学
110,adjust,調整する
111,belie,隠す
112,accolade,賞賛
113,utterance,発言
114,abbreviation,略語
115,bloom,花が咲く
116,glimpse,ちらりと見える
117,drawer,引き出し
118,indifferent,無関心な
119,lace,ひも
120,cleanup,清掃
121,recommend,推薦する
122,tuition,指導
123,velocity,速度
124,vigor,精力
125,enormous,非常に大きな
126,qualified,適任の
127,trash,ごみ
128,amount,総額
129,belated,遅れた
130,bud,芽
131,surface,表面
132,axis,軸
133,viable,実行可能な
134,particle,粒子
135,crude,生の
136,sane,正気の
137,pregnant,妊娠した
138,mole,ほくろ
139,gut,はらわた
140,outnumber,数で勝る
141,prejudice,偏見
142,accomplish,完成させる
143,clue,糸口
144,brute,獣
145,distorted,ゆがんだ
146,repent,後悔する
147,cellar,地下室
148,efficient,効率的な
149,current,現代の
150,proposal,申し入れ
151,poll,投票
152,fraud,詐欺
153,ambiguous,あいまいな
154,dynamic,活動的な
155,retail,小売り
156,gull,カモメ
157,emerge,生ずる
158,puzzle,困らせるもの
159,assume,仮定する
160,adaptation,適合
161,placebo,気休めの薬
162,survey,調べる
163,confront,直面する
164,biology,生物学
165,detain,引き留める
166,tide,潮の流れ
167,volcano,火山
168,acclaim,賞賛する
169,strategy,戦略
170,Fahrenheit,華氏
171,obtain,手に入れる
172,disband,解散させる
173,induce,誘発する
174,gaze,見つめる
175,convince,納得させる
176,spread,広がる
177,impromptu,即興の
178,porous,穴だらけの
179,sociology,社会学
180,notice,注目
181,gravity,引力
182,obedient,従順な
183,trample,踏み付ける
184,municipal,地方自治の
185,cause,原因
186,foreshadow,Aの前兆となる
187,exonerate,免除される
188,brink,縁
189,salute,挨拶
190,unanimous,万場一致の
191,sore,痛い
192,uprising,反乱
193,stomach,胃
194,centrist,中道主義者
195,nationality,国籍
196,vote,投票する
197,pray,祈る
198,appendix,付録
199,yawn,あくびする
200,ephemeral,つかの間の
201,civil,市民の
202,recipient,受取人
203,retract,取り消す
204,gem,宝石
205,subsequently,その後
206,flatter,お世辞を言う
207,temperament,気質
208,omission,省略
209,primitive,原始的な
210,distress,悩み
211,sergeant,軍曹
212,component,構成要素
213,graduate,卒業する
214,squander,浪費する
215,tuberculosis,結核
216,unprecedented,先例のない
217,enervate,力を弱める
218,attain,手に入れる
219,ascendancy,優位
220,occurrence,発生
221,reign,統治する
222,seaport,海港
223,steer,舵を取る
224,sprinkle,まき散らす
225,pious,信仰深い
226,beforehand,前もって
227,bid,入札
228,demon,悪魔
229,tariff,関税
230,effervescent,活気に満ちた
231,tactics,戦術
232,testament,遺言
233,cluster,房
234,overcome,打ち勝つ
235,embark,乗り出す
236,anthropology,人類学
237,dignify,威厳をつける
238,sufficient,十分な
239,contrary,反対の
240,repair,修理する
241,seldom,めったに〜ない
242,dean,学部長
243,agenda,議事
244,leak,漏れ
245,hesitate,躊躇する
246,converse,逆
247,toxic,有毒な
248,offset,相殺する
249,gene,遺伝子
250,reverence,崇拝
251,submission,従順
252,accommodate,順応させる
253,custom,習慣
254,sown,宝石をちりばめた
255,notorious,悪名高い
256,approximately,ほぼ
257,limb,手足
258,commerce,商業
259,whisper,ささやく
260,philosophy,哲学
261,dismissal,解雇
262,eliminate,削除する
263,exile,追放
264,brief,短い
265,primary,第一の
266,distributor,配給者
267,witness,証人
268,decidedly,はっきりと
269,outcome,結果
270,awkward,気まずい
271,client,顧客
272,allowance,手当
273,halcyon,穏やかな
274,industry,産業
275,bruise,打ち身
276,implicate,巻き込む
277,sophomore,2年生
278,reluctant,気の進まない
279,rake,くま手で集める
280,derive,由来する
281,haughtiness,傲慢
282,possess,所有する
283,roar,ほえる
284,occur,起こる
285,revenue,収入
286,prose,散文
287,stipulate,明記する
288,scorn,嘲笑する
289,breadth,幅
290,anecdote,逸話
291,subject,主題
292,aspect,局面
293,tailor,洋服屋
294,active,活動的な
295,stern,厳格な
296,filmmaker,映画製作者
297,equator,赤道
298,consent,同意
299,arrest,逮捕する
300,yarn,糸
301,warring,敵対する
302,verify,立証する
303,ascribe,Aのせいにする
304,latent,潜伏している
305,freight,貨物
306,sorrow,悲しみ
307,crumb,パンくず
308,faint,気絶する
309,neutral,中立の
310,grade,等級
311,jug,水差し
312,surpass,勝る
313,tuna,マグロ
314,partial,一部分の
315,oscillate,振動する
316,privilege,特権
317,sophisticated,洗練された
318,swell,腫れる
319,fertilizer,肥料
320,germ,細菌
321,rite,儀式
322,husky,頑丈な
323,general,一般的な
324,loss,損害
325,hemisphere,半球
326,burglar,強盗
327,previous,前の
328,vocational,職業の
329,artificial,人工的な
330,stoop,かがむ
331,amalgamate,合併する
332,authentic,本物の
333,pension,年金
334,census,国勢調査
335,solid,個体
336,abundant,豊富な
337,mental,心の
338,conservative,保守的な
339,slant,傾斜
340,nourish,やしなう
341,adequate,適当な
342,enterprising,意欲的な
343,piercing,痛切な
344,plaintiff,原告
345,quota,割り当て
346,sewer,下水
347,aesthetic,耽美的な
348,aggravate,悪化させる
349,welfare,福祉
350,pitiful,みじめな
351,acumen,鋭さ
352,robust,強い
353,rise,上がる
354,gospel,福音
355,tradesman,商人
356,grievance,不平
357,irrigate,水を引く
358,critic,批評家
359,saliva,唾液
360,austere,厳しい
361,fury,激しい怒り
362,segregation,隔離
363,secure,安全な
364,chore,雑用
365,hardly,ほとんど〜ない
366,nasty,不快な
367,freeze,凍る
368,pave,舗装する
369,linguistic,言語上の
370,mustache,口ひげ
371,captive,捕虜
372,scapegoat,身代わり
373,comrade,仲間
374,friction,摩擦
375,demanding,きつい
376,assess,評価する
377,dogmatic,独断的な
378,plumber,配管工
379,cracked,割れ目のある
380,volcanic,火山の
381,lucrative,利益の上がる
382,cripple,手足の不自由な人
383,analogy,類似
384,deduct,差し引く
385,expire,満期になる
386,complain,文句を言う
387,flip,パタパタさせる
388,typhoon,台風
389,proof,証明
390,static,変化のない
391,bleed,血が出る
392,depot,停車場
393,destroyer,駆逐艦
394,strand,織り糸
395,precise,正確な
396,tiresome,退屈な
397,inherent,生来の
398,colleague,同僚
399,reclaim,開墾する
400,fright,恐怖
401,tease,からかう
402,vapor,蒸気
403,preface,序文
404,fork,フォーク
405,compensate,補償する
406,deadline,期限
407,pragmatic,実践的な
408,monetary,通貨の
409,harmonize,調和させる
410,layout,配置
411,archipelago,群島
412,distinctive,特有の
413,grateful,感謝に満ちた
414,colonel,大佐
415,armored,武装した
416,contradiction,矛盾
417,spectator,見物人
418,infrastructure,基礎構造
419,crust,ぱんの耳
420,interval,間隔
421,positive,肯定的な
422,restless,不安な
423,stem,草木の茎
424,export,輸出する
425,wander,ぶらつく
426,snare,罠
427,tragedy,悲劇
428,beat,脈動する
429,profit,利益
430,assert,確信する
431,aim,狙う
432,respectively,それぞれ
433,finesse,巧妙
434,honor,名誉
435,remit,送金する
436,terrible,恐ろしい
437,row,列
438,indicator,指標
439,affiliate,提携する
440,analysis,分析
441,nutrient,栄養素
442,utopia,理想郷
443,acquisition,獲得
444,strict,厳しい
445,erratic,不規則な
446,wither,衰退する
447,oral,口頭の
448,urgent,緊急の
449,competent,有能な
450,grim,険しい
451,oath,誓い
452,indict,起訴する
453,annoy,悩ます
454,various,いろいろな
455,terminate,終わらせる
456,currency,通貨
457,nominal,名ばかりの
458,clarify,明らかにする
459,execution,実行
460,habitual,習慣的な
461,region,地域
462,rap,トントンとたたく音
463,inert,不活性の
464,potential,潜在的な
465,catalyst,触媒
466,expanse,広がり
467,bribery,贈収賄
468,dinosaur,恐竜
469,botanical,植物の
470,occasionally,時折
471,invariably,いつも
472,imitate,模倣する
473,square,正方形
474,quaint,古風で趣きのある
475,tame,説教する
476,creative,創造的な
477,hiss,シューと音を立てる
478,accompaniment,伴奏
479,share,分け前
480,vital,重要な
481,pollution,汚染
482,calling,強い衝動
483,parental,親の
484,protein,タンパク質
485,peculiar,固有の
486,suppression,抑圧
487,principle,主義
488,glare,まぶしい光
489,irrational,不合理な
490,obsolete,古くなった
491,upheaval,動乱
492,vice,悪
493,degrade,落とす
494,anatomy,解剖学
495,wrinkle,しわ
496,corpse,死体
497,dusk,夕暮れ
498,plutonium,プルトニウム
499,fever,熱
500,subscribe,購読する
501,odor,におい
502,precious,貴重な
503,entrepreneur,起業家
504,indiscriminate,無差別の
505,behave,振る舞う
506,siege,包囲
507,appease,なだめる
508,opponent,反対者
509,typical,典型的な
510,harvest,収穫する
511,tolerate,我慢する
512,mobile,動きやすい
513,thicket,雑木林
514,legislation,立法
515,chase,追跡する
516,per capita,一人当たりの
517,describe,述べる
518,credence,信用
519,quicken,速める
520,discreet,思慮深い
521,elevate,持ち上げる
522,spike,長くぎ
523,insomnia,不眠症
524,return,戻る
525,beg,頼む
526,idiom,慣用語句
527,trend,傾向
528,ape,類人猿
529,restore,修復する
530,speculate,推測する
531,creed,信条
532,industrious,勤勉な
533,empirical,実験に基づいた
534,prescription,処方箋
535,disastrous,悲惨な
536,vendor,物売り
537,anxious,心配な
538,oddly,奇妙に
539,interim,合間
540,gear,装備
541,prohibit,禁止する
542,immunity,免疫
543,cockpit,操縦室
544,supreme,至高の
545,heredity,遺伝
546,consequence,結論
547,bill,請求書
548,upright,まっすぐに
549,contract,契約
550,individuality,個性
551,desperate,必死の
552,stir,かき混ぜる
553,integrate,統合する
554,diameter,直径
555,debt,負債
556,agonize,苦しみ悶える
557,faithful,忠実な
558,laboratory,実験室
559,locomotive,機関車
560,unearth,明るみに出す
561,confirm,確認する
562,irony,皮肉
563,tidy,きちんとした
564,serious,重大な
565,itchy,かゆい
566,orbit,軌道
567,washer,洗濯機
568,pedestrian,歩行者
569,government,政府
570,rot,腐る
571,aviation,航空
572,aftereffect,余波
573,congested,混雑した
574,coward,臆病者
575,kernel,中心部
576,usher,案内所
577,upset,だめにする
578,diarrhea,下痢
579,merit,価値
580,crash,砕ける
581,feeble,弱い
582,stalk,茎
583,eclipse,(太陽や月の)食
584,conspicuous,目立つ
585,ornament,装飾品
586,secretary,秘書
587,core,中心
588,apparent,明らかな
589,quit,やめる
590,fingernail,指の爪
591,abide,守る
592,navel,へそ
593,apologize,謝る
594,thermometer,温度計
595,cruel,残酷な
596,beneficial,有益な
597,lavish,浪費する
598,lung,肺
599,plaster,しっくいを塗る
600,emergency,危機
601,equipment,機器
602,identical,全く同じの
603,facilitate,促進する
604,inquire,尋ねる
605,hearty,心からの
606,odd,奇数の
607,threaten,脅かす
608,elaborate,念入りに作る
609,subtract,控除する
610,drowsy,眠い
611,exactly,正確に
612,expedient,都合の良い
613,tolerance,度量
614,aide,補佐官
615,prove,証明する
616,propagate,伝播する
617,clumsy,不器用な
618,discriminating,識別力のある
619,atmosphere,雰囲気
620,postscript,追伸
621,term,学期
622,assign,任命する
623,rely,頼る
624,clown,道化者
625,physician,内科医
626,bolster,高める
627,prototype,原型
628,scar,傷
629,expertise,専門家の意見
630,ashore,浜に
631,cancellation,取り消し
632,furnace,炉
633,vegetation,植生
634,humidity,湿気
635,standpoint,見地
636,tolerable,我慢できる
637,crop,作物
638,author,作者
639,accordingly,それに応じて
640,incompatible,ウマが合わない
641,surround,囲む
642,furniture,家具
643,sluggish,停滞した
644,ultimate,究極の
645,sacrifice,犠牲
646,discard,放棄する
647,temper,気質
648,swarm,大群
649,meteorology,気象学
650,sermon,説教
651,prop,立てかける
652,acid,酸の
653,precaution,予防
654,dump,投棄する
655,appropriate,ふさわしい
656,audit,監査する
657,testimony,証明
658,proceed,Aし始める
659,exalt,昇進させる
660,vehicle,乗り物
661,emit,放つ
662,ingrate,恩知らずの
663,platinum,白金
664,gratitude,謝意
665,articulate,はっきり述べる
666,mature,成熟した
667,superficial,うわべだけの
668,ancient,昔の
669,clemency,寛大
670,apprentice,初心者
671,merciful,慈悲深い
672,channel,経路
673,insane,正気でない
674,wretched,惨めな
675,absolute,完全な
676,diverse,さまざまの
677,rob,奪う
678,economy,経済
679,conscience,良心
680,integral,不可欠な
681,installment,分割支払い
682,personnel,人員
683,afford,余裕がある
684,redefine,再定義する
685,culprit,犯罪者
686,subsidiary,補助の
687,majority,大多数
688,honorary,名誉上の
689,contingent,偶然の
690,bait,えさ
691,antipathy,嫌悪
692,prominent,素晴らしい
693,rigid,固い
694,withdraw,撤退する
695,adopt,採用する
696,tension,緊張
697,imply,暗示する
698,supervise,監督する
699,spa,温泉
700,compromise,妥協する
701,description,記述
702,vacant,空いている
703,vice versa,逆に
704,gross,総計
705,rescind,無効にする
706,throat,のど
707,likelihood,見込み
708,eventually,最終的に
709,vivid,生き生きとした
710,absurd,ばかばかしい
711,damp,湿気のある
712,structure,機構
713,suggest,提案する
714,ail,患う
715,tryout,適性試験
716,trade,貿易
717,increase,増加する
718,receipt,領収書
719,euphoria,幸福感
720,patent,特許
721,sigh,ため息をつく
722,hospitalize,入院させる
723,thigh,もも
724,invoke,呼び覚ます
725,fusion,融解
726,stiffen,堅くする
727,thrive,繁栄する
728,forbearance,忍耐
729,spouse,配偶者
730,fervor,熱情
731,chap,あかぎれになる
732,surcharge,追加料金
733,incidentally,偶然に
734,poetry,詩
735,advocate,唱導する
736,brand-new,真新しい
737,sympathize,同情する
738,wharf,埠頭
739,accelerate,加速する
740,constitution,憲法の
741,accrue,Aを獲得する
742,embed,深く刻む
743,aggressive,攻撃的な
744,envoy,外交使節
745,unfold,開く
746,disruption,破裂
747,available,利用可能な
748,snore,いびきをかく
749,salient,目立つ
750,dubious,いかがわしい
751,slay,殺害する
752,dissonance,不一致
753,bogus,偽の
754,archaeology,考古学
755,refugee,避難民
756,reciprocal,相互の
757,savory,食欲をそそる
758,wound,けが
759,obsess,悩ます
760,frugal,質素な
761,accord,一致
762,valid,有効な
763,cane,杖
764,collateral,二次的な
765,exhaustive,消耗させる
766,fig,イチジク
767,disarmament,武装解除
768,harm,害する
769,peninsula,半島
770,aseptic,無菌の
771,proverb,ことわざ
772,intervene,仲裁する
773,property,財産
774,sparkling,火花を発する
775,civilization,文明
776,unit,単位
777,reply,返答する
778,theory,理論
779,duplicate,複写する
780,aggression,侵害
781,affable,話しやすい
782,award,賞
783,screwdriver,ねじまわし
784,spinning,紡績
785,bliss,至福
786,erotic,性欲を刺激する
787,offspring,子孫
788,forecast,予報
789,mend,補修する
790,incline,傾ける
791,urban,都市の
792,sink,沈む
793,contribute,寄与する
794,bright,輝いている
795,rugged,困難な
796,affidavit,供述書
797,nostril,鼻孔
798,innocent,罪のない
799,tidal wave,高潮
800,sly,ずるい
801,soil,土壌
802,fossil,化石
803,contemporary,現代的な
804,enable,可能にする
805,deficiency,欠乏
806,permit,認める
807,evolution,進化
808,remarkable,注目すべき
809,agriculture,農業
810,tramp,歩く
811,alternative,代替の
812,socialize,社交的に交際する
813,accountant,会計係
814,countenance,表情
815,intestine,腸
816,decrease,減少する
817,diplomacy,外交
818,catastrophe,大変動
819,toil,骨折って働く
820,loose,ゆるんだ
821,ballot,投票
822,exhausted,疲れきった
823,asset,資産
824,virtue,徳
825,procure,獲得する
826,roundabout,回り道の
827,default,不履行
828,diligent,勤勉な
829,incur,被る
830,convenient,便利な
831,obey,従う
832,coincide,一致する
833,stumble,つまずく
834,innovation,革新
835,infringe,権利を侵害する
836,archives,公文書
837,gastronomy,食道楽
838,peg,掛けくぎ
839,rumor,うわさ
840,device,工夫
841,eccentric,常軌を逸した
842,program,計画
843,enclose,同封する
844,clutch,つかむ
845,recreate,再創造する
846,span,期間
847,independence,独立
848,bitter,苦い
849,admonish,忠告する
850,manual,手動の
851,vanish,消える
852,illness,病気
853,predict,予言する
854,endorsement,承認
855,sanitary,衛生的な
856,concede,認める
857,brave,勇敢な
858,decisive,決定的な
859,plump,肉付きの良い
860,shiver,震える
861,quantity,数量
862,meager,貧弱な
863,reasonable,ほどよい
864,thesis,論旨
865,infection,伝染
866,epoch,新時代
867,persistent,しつこい
868,remove,取り除く
869,chariot,戦車
870,dazzle,まぶしさ
871,bounce,弾む
872,suspicion,容疑
873,invitation,招待
874,fault,過ち
875,passive,受け身の
876,broadly,大雑把に
877,garbage,生ごみ
878,guilty,有罪の
879,unethical,非倫理的な
880,heroin,ヘロイン
881,replica,模写
882,metabolism,代謝作用
883,burglary,強盗
884,wonder,驚く
885,tomb,墓
886,scarlet,緋色
887,monopoly,独占
888,lamp,電灯
889,ambition,野心
890,sanction,許可
891,momentum,運動量
892,pudding,プリン
893,rail,ののしる
894,bias,偏向
895,budget,予算
896,rally,集会
897,legitimate,合法の
898,farmyard,農家の庭
899,supplementary,追加の
900,enthusiast,愛好家
901,attend,出席する
902,deliberate,故意の
903,fascinate,魅了する
904,quote,引用する
905,hitch,障害
906,headline,見出し
907,chronic,慢性の
908,decade,１０年間
909,fade,色あせる
910,ceremony,儀式
911,pharmacy,薬局
912,rub,こする
913,era,時代
914,overpower,負かす
915,submit,提出する
916,replicate,複製する
917,conventional,慣習的な
918,ruthless,無情な
919,psychiatrist,精神科医
920,contempt,さげすみ
921,competitive,競争的な
922,litigation,訴訟
923,display,展示する
924,definitive,最終的な
925,sullen,不機嫌な
926,cling,しがみつく
927,reward,報酬
928,explore,探検する
929,essential,基本的な
930,questionnaire,アンケート
931,mandatory,強制的な
932,neat,こぎれいな
933,assuage,静める
934,protocol,外交儀礼
935,fasten,締める
936,routine,日常の
937,charge,請求する
938,crutch,松葉づえ
939,statutory,法廷の
940,nuisance,害
941,insignificant,わずかばかりの
942,indulge,甘やかす
943,informal,略式の
944,expand,拡張する
945,perspective,眺望
946,altar,祭壇
947,adore,大好きである
948,eventual,結果として起こる
949,vague,曖昧な
950,humid,湿気のある
951,tricky,手の込んだ
952,regime,政治体制
953,admiral,提督
954,infant,幼児
955,timber,木材
956,accuse,告発する
957,fragment,破片
958,concern,影響する
959,arduously,骨を折って
960,treaty,条約
961,document,文書
962,fragile,壊れやすい
963,manner,方法
964,chat,おしゃべりする
965,cell,細胞
966,breathe,息をする
967,infallible,全く誤りのない
968,saloon,酒場
969,approve,承認する
970,medieval,中世の
971,levy,徴収する
972,protect,守る
973,preside,司会する
974,counterfeit,偽造の
975,accustomed,慣れた
976,vertical,垂直の
977,glossary,用語解説
978,drone,怠け者
979,compatible,互換性のある
980,verbal,言葉の
981,chunk,塊
982,accurate,正確な
983,tend,Aの傾向がある
984,bold,向こう見ずな
985,hostile,敵意のある
986,decay,衰える
987,afflict,悩ます
988,monstrous,まったくひどい
989,crisis,危機
990,crimson,真紅色
991,psychology,心理学
992,predecessor,前任者
993,symmetry,対称
994,threshold,敷居
995,courier,特使
996,insist,主張する
997,successive,連続する
998,certificate,証明書
999,sensible,分別のある
1000,sculpture,彫像